t [s], Presion [kPa], Temperatura[C],Aceleracion en X,Aceleración en Y,Aceleración en Z,Giro en X,Giro en Y,Giro en Z,Altitud,Altitud filtrada,Altitud inicial,Altitud mas alta,Confirmacion del main,Confirmacion del droge,Confirmacion de despegue,Segunda confirmacion del droge,Voltaje
136440,77.93,23.50,-4.80,-4.54,-9.67,-0.55,0.32,-0.85,2213.11,2213.14,2200.72,2215.11,0,0,0,0,3.95
136540,77.93,23.49,-1.57,-4.22,-11.18,-0.91,0.55,0.12,2213.03,2213.12,2200.72,2215.11,0,0,0,0,3.93
136640,77.93,23.49,-4.55,-4.31,-5.02,0.26,0.69,0.73,2213.03,2213.10,2200.72,2215.11,0,0,0,0,3.91
136740,77.93,23.49,-3.18,-4.85,-4.78,0.29,0.58,0.08,2213.03,2213.08,2200.72,2215.11,0,0,0,0,3.93
136840,77.93,23.49,-2.12,-1.91,-9.66,1.03,0.46,0.23,2213.03,2213.06,2200.72,2215.11,0,0,0,0,3.91
136940,77.93,23.49,-4.58,-3.33,-9.72,0.97,0.04,0.34,2213.03,2213.05,2200.72,2215.11,0,0,0,0,3.92
137040,77.94,23.49,-0.85,-5.13,-9.30,0.55,-0.11,0.68,2212.92,2213.03,2200.72,2215.11,0,0,0,0,3.93
137140,77.94,23.49,-4.08,-6.33,-8.38,-0.61,-0.24,0.07,2212.92,2213.01,2200.72,2215.11,0,0,0,0,3.92
137240,77.94,23.49,-0.85,-2.64,-8.36,-0.33,0.06,0.19,2212.92,2212.98,2200.72,2215.11,0,0,0,0,3.91
137340,77.94,23.49,-2.63,-4.35,-5.45,0.62,-0.16,0.34,2212.92,2212.97,2200.72,2215.11,0,0,0,0,3.93
137440,77.94,23.49,-3.81,-2.83,-5.45,0.08,0.61,-0.49,2212.92,2212.96,2200.72,2215.11,0,0,0,0,3.90
137540,77.94,23.49,-2.59,-3.64,-11.90,-0.46,0.02,-0.11,2212.84,2212.93,2200.72,2215.11,0,0,0,0,3.93
137640,77.94,23.49,-3.47,-4.84,-9.83,-1.07,0.29,1.26,2212.84,2212.91,2200.72,2215.11,0,0,0,0,3.91
137740,77.94,23.49,-3.44,-2.72,-9.21,-0.89,0.68,0.79,2212.84,2212.89,2200.72,2215.11,0,0,0,0,3.91
137840,77.94,23.49,-3.60,-3.26,-6.75,0.84,-0.82,0.77,2212.84,2212.87,2200.72,2215.11,0,0,0,0,3.91
137940,77.94,23.49,-2.59,-3.26,-10.49,0.42,0.02,0.77,2212.84,2212.86,2200.72,2215.11,0,0,0,0,3.93
138040,77.94,23.49,-6.69,-5.35,-8.10,1.16,-1.19,0.62,2212.74,2212.84,2200.72,2215.11,0,0,0,0,3.91
138140,77.94,23.49,-4.38,-3.96,-9.37,-0.47,-0.43,-0.17,2212.74,2212.82,2200.72,2215.11,0,0,0,0,3.92
138240,77.94,23.49,-2.42,-3.50,-9.05,0.38,0.08,0.41,2212.74,2212.80,2200.72,2215.11,0,0,0,0,3.92
138340,77.94,23.49,-3.19,-2.64,-8.92,0.92,0.34,0.73,2212.74,2212.78,2200.72,2215.11,0,0,0,0,3.93
138440,77.94,23.49,-3.78,-4.13,-7.43,0.73,1.18,0.97,2212.74,2212.77,2200.72,2215.11,0,0,0,0,3.91
138540,77.94,23.49,-7.59,-1.45,-14.17,0.38,-0.26,1.12,2212.59,2212.74,2200.72,2215.11,0,0,0,0,3.91
138640,77.94,23.49,-6.80,-1.87,-7.75,1.29,0.24,1.05,2212.59,2212.71,2200.72,2215.11,0,0,0,0,3.92
138740,77.94,23.49,-5.35,-2.83,-3.64,0.46,1.10,0.12,2212.59,2212.68,2200.72,2215.11,0,0,0,0,3.92
138840,77.94,23.49,-1.71,-3.59,-7.87,-0.09,-0.04,0.32,2212.59,2212.66,2200.72,2215.11,0,0,0,0,3.92
138940,77.94,23.49,-5.18,-5.11,-10.29,2.07,-1.74,1.45,2212.59,2212.64,2200.72,2215.11,0,0,0,0,3.91
139040,77.94,23.49,-6.66,-3.33,-12.79,1.03,-0.15,1.19,2212.49,2212.61,2200.72,2215.11,0,0,0,0,3.91
139140,77.94,23.49,-6.89,-4.13,-7.11,1.37,-0.50,0.89,2212.49,2212.58,2200.72,2215.11,0,0,0,0,3.91
139240,77.94,23.49,-3.60,-3.83,-11.47,-0.09,1.28,-0.23,2212.49,2212.55,2200.72,2215.11,0,0,0,0,3.93
139340,77.94,23.49,-3.86,-4.22,-5.32,0.28,0.14,-0.45,2212.49,2212.54,2200.72,2215.11,0,0,0,0,3.94
139440,77.94,23.49,-3.13,-4.25,-5.74,0.11,0.91,0.37,2212.49,2212.53,2200.72,2215.11,0,0,0,0,3.93
139540,77.94,23.48,-2.82,-3.98,-5.39,0.07,0.42,0.93,2212.42,2212.51,2200.72,2215.11,0,0,0,0,3.93
139640,77.94,23.48,-4.70,-4.82,-7.30,-0.16,0.38,1.00,2212.42,2212.48,2200.72,2215.11,0,0,0,0,3.92
139740,77.94,23.48,-5.14,-4.46,-9.55,0.48,-0.66,0.28,2212.42,2212.46,2200.72,2215.11,0,0,0,0,3.93
139840,77.94,23.48,-4.97,-4.27,-6.67,-0.01,-0.07,0.99,2212.42,2212.45,2200.72,2215.11,0,0,0,0,3.92
139940,77.94,23.48,-7.02,-3.51,-8.49,0.57,0.12,0.53,2212.31,2212.43,2200.72,2215.11,0,0,0,0,3.90
140040,77.94,23.48,-6.67,-3.06,-7.18,0.41,-0.28,0.31,2212.34,2212.41,2200.72,2215.11,0,0,0,0,3.91
140140,77.94,23.48,-5.45,-2.82,-8.06,-0.03,0.90,0.33,2212.34,2212.39,2200.72,2215.11,0,0,0,0,3.90
140240,77.94,23.48,-4.01,-2.58,-11.66,0.71,1.10,0.39,2212.34,2212.37,2200.72,2215.11,0,0,0,0,3.90
140340,77.94,23.48,-5.21,-2.53,-5.26,1.09,0.99,0.89,2212.34,2212.36,2200.72,2215.11,0,0,0,0,3.93
140440,77.94,23.48,-5.94,-3.18,-4.87,0.68,0.83,1.16,2212.26,2212.34,2200.72,2215.11,0,0,0,0,3.92
140540,77.94,23.48,-5.20,-3.81,-7.52,0.05,1.09,1.19,2212.26,2212.32,2200.72,2215.11,0,0,0,0,3.91
140640,77.94,23.48,-6.14,-4.53,-7.06,0.34,0.20,0.86,2212.26,2212.30,2200.72,2215.11,0,0,0,0,3.92
140740,77.94,23.48,-5.17,-4.19,-9.15,0.32,-0.03,0.02,2212.26,2212.30,2200.72,2215.11,0,0,0,0,3.94
140840,77.94,23.48,-4.18,-5.64,-6.67,1.82,0.52,0.69,2212.26,2212.29,2200.72,2215.11,0,0,0,0,3.92
140940,77.94,23.48,-2.53,-4.99,-6.15,-0.19,0.36,0.02,2212.16,2212.26,2200.72,2215.11,0,0,0,0,3.91
141040,77.94,23.48,-2.54,-4.86,-7.26,0.48,0.27,0.45,2212.16,2212.24,2200.72,2215.11,0,0,0,0,3.93
141140,77.94,23.48,-2.87,-4.52,-7.75,0.34,-0.44,-0.31,2212.16,2212.22,2200.72,2215.11,0,0,0,0,3.93
141240,77.94,23.48,-2.86,-4.75,-6.27,-0.61,-0.61,-0.60,2212.16,2212.21,2200.72,2215.11,0,0,0,0,3.93
141340,77.94,23.48,-3.60,-5.59,-4.60,-0.25,0.09,0.32,2212.16,2212.20,2200.72,2215.11,0,0,0,0,3.91
141440,77.94,23.47,-3.26,-5.74,-5.64,-0.74,0.94,0.32,2212.06,2212.17,2200.72,2215.11,0,0,0,0,3.92
141540,77.94,23.47,-6.77,-6.49,-10.21,-0.89,-0.40,0.49,2212.06,2212.15,2200.72,2215.11,0,0,0,0,3.90
141640,77.94,23.47,-5.47,-5.76,-7.41,-0.29,0.27,0.24,2212.06,2212.12,2200.72,2215.11,0,0,0,0,3.91
141740,77.94,23.47,-2.36,-3.68,-5.23,0.05,-0.04,-0.41,2212.06,2212.11,2200.72,2215.11,0,0,0,0,3.92
141840,77.94,23.47,-2.24,-1.89,-8.49,0.60,0.07,-0.29,2212.06,2212.10,2200.72,2215.11,0,0,0,0,3.91
141940,77.94,23.47,-2.36,-2.97,-6.68,0.46,0.25,-0.02,2211.98,2212.08,2200.72,2215.11,0,0,0,0,3.92
142040,77.94,23.47,-3.62,-5.33,-10.82,-0.10,0.90,0.62,2211.98,2212.05,2200.72,2215.11,0,0,0,0,3.92
142140,77.94,23.47,-8.69,-4.78,-11.43,-0.90,-0.69,-0.91,2211.98,2212.03,2200.72,2215.11,0,0,0,0,3.91
142240,77.94,23.47,-1.08,-2.70,-7.48,-0.53,-0.95,-0.27,2211.98,2212.02,2200.72,2215.11,0,0,0,0,3.93
142340,77.94,23.47,-3.09,-4.38,-6.06,0.64,-0.88,0.18,2211.98,2212.01,2200.72,2215.11,0,0,0,0,3.91
142440,77.94,23.47,-5.10,-4.50,-7.62,0.16,-0.53,-0.20,2211.91,2211.99,2200.72,2215.11,0,0,0,0,3.93
142540,77.94,23.47,-6.76,-4.68,-7.82,-0.27,-0.25,-0.35,2211.91,2211.97,2200.72,2215.11,0,0,0,0,3.92
142640,77.94,23.47,-6.90,-2.23,-11.75,-3.41,0.50,-0.75,2211.91,2211.95,2200.72,2215.11,0,0,0,0,3.91
142740,77.94,23.47,-2.94,-2.34,-6.13,0.96,0.62,0.22,2211.91,2211.94,2200.72,2215.11,0,0,0,0,3.92
142840,77.94,23.47,-1.18,-2.60,-8.06,1.92,-0.92,0.28,2211.91,2211.93,2200.72,2215.11,0,0,0,0,3.91
142940,77.95,23.47,-4.42,-1.55,-8.24,1.00,0.15,0.55,2211.81,2211.91,2200.72,2215.11,0,0,0,0,3.91
143040,77.95,23.47,-5.93,-3.79,-8.60,1.23,0.38,0.62,2211.81,2211.89,2200.72,2215.11,0,0,0,0,3.92
143140,77.95,23.47,-4.77,-3.58,-7.43,0.26,0.05,0.13,2211.81,2211.87,2200.72,2215.11,0,0,0,0,3.92
143240,77.95,23.47,-0.66,-2.15,-7.16,-0.36,0.17,0.27,2211.81,2211.86,2200.72,2215.11,0,0,0,0,3.90
143340,77.95,23.47,-3.40,-4.26,-8.91,-0.18,-0.39,0.54,2211.81,2211.84,2200.72,2215.11,0,0,0,0,3.91
143440,77.95,23.46,-2.39,-5.67,-4.24,-1.14,0.89,-0.02,2211.71,2211.82,2200.72,2215.11,0,0,0,0,3.92
143540,77.95,23.46,-2.61,-1.38,-9.73,-0.05,-0.39,0.33,2211.71,2211.79,2200.72,2215.11,0,0,0,0,3.91
143640,77.95,23.46,-4.35,-1.28,-8.30,-0.10,-0.14,0.12,2211.71,2211.77,2200.72,2215.11,0,0,0,0,3.91
143740,77.95,23.46,-2.72,-3.55,-4.75,-0.72,0.44,-0.07,2211.71,2211.76,2200.72,2215.11,0,0,0,0,3.92
143840,77.95,23.46,-4.44,-1.87,-11.33,0.57,-0.10,0.23,2211.61,2211.73,2200.72,2215.11,0,0,0,0,3.91
143940,77.95,23.46,-5.14,-1.74,-8.95,0.19,0.53,-0.13,2211.61,2211.71,2200.72,2215.11,0,0,0,0,3.92
144040,77.95,23.46,-2.19,-2.55,-7.50,0.01,-0.05,0.12,2211.61,2211.68,2200.72,2215.11,0,0,0,0,3.93
144140,77.95,23.46,-2.82,-3.33,-8.61,0.14,-0.12,0.04,2211.61,2211.66,2200.72,2215.11,0,0,0,0,3.93
144240,77.95,23.46,-2.70,-3.64,-7.34,0.38,0.24,-0.16,2211.61,2211.65,2200.72,2215.11,0,0,0,0,3.93
144340,77.95,23.46,-5.89,-1.52,-15.61,-0.26,-0.66,-0.00,2211.48,2211.62,2200.72,2215.11,0,0,0,0,3.90
144440,77.95,23.46,-6.04,-0.09,-14.80,2.81,0.57,0.77,2211.48,2211.59,2200.72,2215.11,0,0,0,0,3.92
144540,77.95,23.46,-1.86,-3.07,-4.32,-0.08,1.82,-0.17,2211.48,2211.56,2200.72,2215.11,0,0,0,0,3.92
144640,77.95,23.46,-2.38,-3.10,-5.69,-0.12,0.36,-0.36,2211.48,2211.55,2200.72,2215.11,0,0,0,0,3.93
144740,77.95,23.46,-3.03,-3.52,-9.17,0.51,-0.04,0.18,2211.48,2211.53,2200.72,2215.11,0,0,0,0,3.93
144840,77.95,23.46,-5.19,-4.54,-10.34,-0.07,-1.26,0.01,2211.41,2211.50,2200.72,2215.11,0,0,0,0,3.93
144940,77.95,23.46,-2.50,-4.49,-8.95,-0.62,-0.63,-0.02,2211.41,2211.48,2200.72,2215.11,0,0,0,0,3.92
145040,77.95,23.46,-3.23,-4.05,-8.83,-0.23,-0.39,-0.10,2211.41,2211.45,2200.72,2215.11,0,0,0,0,3.93
145140,77.95,23.46,-3.86,-2.95,-11.84,-0.31,-0.36,-0.30,2211.41,2211.44,2200.72,2215.11,0,0,0,0,3.92
145240,77.95,23.46,-4.60,-2.06,-14.11,-1.06,0.05,-0.12,2211.41,2211.43,2200.72,2215.11,0,0,0,0,3.92
145340,77.95,23.46,-5.06,-3.11,-6.39,0.23,0.15,0.08,2211.29,2211.41,2200.72,2215.11,0,0,0,0,3.94
145440,77.95,23.46,-2.15,-2.67,-6.07,0.11,-0.00,-0.21,2211.29,2211.38,2200.72,2215.11,0,0,0,0,3.93
145540,77.95,23.46,-1.95,-2.46,-7.99,-0.11,0.50,0.03,2211.29,2211.36,2200.72,2215.11,0,0,0,0,3.92
145640,77.95,23.46,-4.41,-3.49,-9.73,0.41,-0.03,0.13,2211.29,2211.34,2200.72,2215.11,0,0,0,0,3.92
145740,77.95,23.46,-5.29,-2.57,-11.71,-0.53,-0.79,-0.65,2211.29,2211.33,2200.72,2215.11,0,0,0,0,3.94
145840,77.95,23.46,-0.77,-2.56,-8.40,-0.84,0.15,-0.41,2211.14,2211.30,2200.72,2215.11,0,0,0,0,3.92
145940,77.95,23.46,-2.69,-3.62,-10.15,0.10,-0.64,0.05,2211.14,2211.26,2200.72,2215.11,0,0,0,0,3.92
146040,77.95,23.46,-3.62,-3.28,-11.39,0.48,-0.23,-0.22,2211.14,2211.23,2200.72,2215.11,0,0,0,0,3.93
146140,77.95,23.46,-2.57,-3.62,-8.23,-0.08,0.28,-0.30,2211.14,2211.21,2200.72,2215.11,0,0,0,0,3.91
146240,77.95,23.46,-4.42,-2.39,-11.52,0.32,-0.03,0.45,2211.14,2211.19,2200.72,2215.11,0,0,0,0,3.92
146340,77.95,23.45,-3.02,-2.67,-6.65,0.40,0.33,0.64,2211.01,2211.16,2200.72,2215.11,0,0,0,0,3.91
146440,77.95,23.45,-2.63,-2.43,-6.50,0.32,0.20,0.83,2211.01,2211.12,2200.72,2215.11,0,0,0,0,3.93
146540,77.95,23.45,-1.16,-2.64,-7.15,0.17,0.74,0.68,2211.01,2211.09,2200.72,2215.11,0,0,0,0,3.91
146640,77.95,23.45,-3.93,-4.14,-9.96,0.28,-0.55,0.53,2211.01,2211.07,2200.72,2215.11,0,0,0,0,3.93
146740,77.95,23.45,-4.14,-3.22,-10.50,-0.64,-0.01,-0.10,2211.01,2211.05,2200.72,2215.11,0,0,0,0,3.91
146840,77.95,23.45,-2.55,-3.21,-8.75,0.57,-0.61,0.52,2210.84,2211.02,2200.72,2215.11,0,0,0,0,3.92
146940,77.95,23.45,-2.54,-3.83,-8.98,-0.31,0.19,-0.05,2210.84,2210.98,2200.72,2215.11,0,0,0,0,3.93
147040,77.95,23.45,-3.15,-1.80,-11.59,0.43,0.29,0.86,2210.84,2210.94,2200.72,2215.11,0,0,0,0,3.92
147140,77.95,23.45,-5.58,-2.50,-7.02,0.71,0.24,1.13,2210.84,2210.92,2200.72,2215.11,0,0,0,0,3.91
147240,77.95,23.45,-4.02,-2.02,-8.10,0.25,0.45,0.56,2210.84,2210.90,2200.72,2215.11,0,0,0,0,3.92
147340,77.96,23.45,-1.76,-2.59,-8.28,1.09,0.25,0.75,2210.69,2210.86,2200.72,2215.11,0,0,0,0,3.94
147440,77.96,23.45,-4.08,-4.04,-13.60,-0.20,-0.61,0.57,2210.69,2210.82,2200.72,2215.11,0,0,0,0,3.93
147540,77.96,23.45,-2.51,-3.28,-13.41,-0.20,0.17,1.38,2210.69,2210.78,2200.72,2215.11,0,0,0,0,3.91
147640,77.96,23.45,-2.86,-2.50,-8.60,1.03,0.81,1.66,2210.69,2210.76,2200.72,2215.11,0,0,0,0,3.91
147740,77.96,23.45,-2.42,-3.69,-7.70,1.13,0.54,1.40,2210.57,2210.73,2200.72,2215.11,0,0,0,0,3.93
147840,77.96,23.45,-3.52,-3.22,-10.44,0.75,0.40,1.13,2210.57,2210.69,2200.72,2215.11,0,0,0,0,3.91
147940,77.96,23.45,-3.08,-2.54,-9.20,0.68,0.46,1.18,2210.57,2210.66,2200.72,2215.11,0,0,0,0,3.92
148040,77.96,23.45,-3.09,-2.48,-10.57,0.04,0.55,1.05,2210.57,2210.63,2200.72,2215.11,0,0,0,0,3.94
148140,77.96,23.45,-3.07,-2.34,-7.38,0.71,1.14,1.19,2210.57,2210.61,2200.72,2215.11,0,0,0,0,3.93
148240,77.96,23.45,-3.11,-2.25,-9.36,0.69,0.28,1.41,2210.41,2210.58,2200.72,2215.11,0,0,0,0,3.92
148340,77.96,23.45,-3.81,-1.61,-8.96,0.88,0.80,1.43,2210.41,2210.55,2200.72,2215.11,0,0,0,0,3.92
148440,77.96,23.45,-2.51,-1.48,-8.91,0.54,0.28,1.37,2210.41,2210.51,2200.72,2215.11,0,0,0,0,3.92
148540,77.96,23.45,-3.59,-1.83,-9.16,0.53,0.39,1.25,2210.41,2210.49,2200.72,2215.11,0,0,0,0,3.92
148640,77.96,23.45,-3.90,-2.61,-8.89,0.53,0.56,0.81,2210.41,2210.47,2200.72,2215.11,0,0,0,0,3.94
148740,77.96,23.44,-2.51,-3.76,-7.24,0.07,1.08,0.63,2210.29,2210.43,2200.72,2215.11,0,0,0,0,3.92
148840,77.96,23.44,-1.47,-2.53,-10.59,0.31,1.02,0.73,2210.29,2210.40,2200.72,2215.11,0,0,0,0,3.92
148940,77.96,23.44,-3.41,-2.90,-8.46,0.42,-0.46,0.61,2210.29,2210.36,2200.72,2215.11,0,0,0,0,3.93
149040,77.96,23.44,-1.02,-1.40,-8.86,0.37,0.06,0.74,2210.29,2210.35,2200.72,2215.11,0,0,0,0,3.92
149140,77.96,23.44,-2.19,-2.23,-8.40,0.25,-0.62,0.82,2210.29,2210.33,2200.72,2215.11,0,0,0,0,3.93
149240,77.96,23.44,-3.81,-3.10,-8.98,-0.02,-0.66,0.52,2210.20,2210.31,2200.72,2215.11,0,0,0,0,3.92
149340,77.96,23.44,-2.87,-3.18,-7.78,-0.26,0.14,0.31,2210.20,2210.28,2200.72,2215.11,0,0,0,0,3.92
149440,77.96,23.44,-3.44,-2.88,-8.75,0.28,0.08,0.58,2210.20,2210.26,2200.72,2215.11,0,0,0,0,3.94
149540,77.96,23.44,-5.87,-2.96,-10.10,0.77,0.23,1.22,2210.20,2210.24,2200.72,2215.11,0,0,0,0,3.91
149640,77.96,23.44,-6.68,-2.20,-10.25,-0.31,0.16,0.03,2210.20,2210.23,2200.72,2215.11,0,0,0,0,3.92
149740,77.96,23.44,-6.49,-2.15,-11.12,0.13,-0.68,0.06,2210.08,2210.20,2200.72,2215.11,0,0,0,0,3.92
149840,77.96,23.44,-4.90,-2.51,-6.34,-0.29,0.30,-0.28,2210.08,2210.18,2200.72,2215.11,0,0,0,0,3.92
149940,77.96,23.44,-3.34,-2.75,-4.95,0.05,0.33,-0.04,2210.08,2210.15,2200.72,2215.11,0,0,0,0,3.92
150040,77.96,23.44,-5.81,-2.78,-7.39,0.64,-0.09,0.10,2210.08,2210.14,2200.72,2215.11,0,0,0,0,3.94
150140,77.96,23.44,-4.78,-2.63,-6.42,0.16,0.17,-0.40,2210.08,2210.12,2200.72,2215.11,0,0,0,0,3.91
150240,77.96,23.44,-3.49,-4.10,-9.16,0.02,-0.18,-0.28,2209.98,2210.09,2200.72,2215.11,0,0,0,0,3.93
150340,77.96,23.44,-6.63,-4.90,-11.01,-0.06,-0.89,0.11,2209.98,2210.07,2200.72,2215.11,0,0,0,0,3.93
150440,77.96,23.44,-3.46,-2.29,-9.79,-0.71,0.61,-0.37,2209.98,2210.04,2200.72,2215.11,0,0,0,0,3.93
150540,77.96,23.44,-2.75,-3.65,-6.62,0.11,-0.08,-0.17,2209.98,2210.03,2200.72,2215.11,0,0,0,0,3.92
150640,77.96,23.44,-3.42,-3.96,-6.86,-0.51,-0.10,-0.67,2209.98,2210.02,2200.72,2215.11,0,0,0,0,3.93
150740,77.96,23.43,-4.37,-4.41,-7.44,-0.26,-0.10,-0.22,2209.88,2209.99,2200.72,2215.11,0,0,0,0,3.92
150840,77.96,23.43,-6.06,-2.21,-13.36,-0.87,-0.10,0.04,2209.88,2209.97,2200.72,2215.11,0,0,0,0,3.91
150940,77.96,23.43,-3.47,-2.62,-6.76,-0.03,0.45,0.10,2209.88,2209.94,2200.72,2215.11,0,0,0,0,3.93
151040,77.96,23.43,-2.66,-3.29,-5.75,0.31,0.51,0.13,2209.88,2209.93,2200.72,2215.11,0,0,0,0,3.92
151140,77.96,23.43,-3.55,-3.61,-6.73,0.73,0.25,0.37,2209.88,2209.92,2200.72,2215.11,0,0,0,0,3.93
151240,77.96,23.43,-4.67,-3.69,-9.52,0.45,0.25,0.11,2209.80,2209.90,2200.72,2215.11,0,0,0,0,3.92
151340,77.96,23.43,-5.46,-5.01,-9.85,-0.10,-0.90,0.17,2209.80,2209.87,2200.72,2215.11,0,0,0,0,3.94
151440,77.96,23.43,-3.13,-3.00,-8.62,-0.27,0.60,0.07,2209.80,2209.85,2200.72,2215.11,0,0,0,0,3.92
151540,77.96,23.43,-3.39,-4.70,-6.28,0.47,-0.23,0.34,2209.80,2209.84,2200.72,2215.11,0,0,0,0,3.91
151640,77.97,23.43,-2.57,-4.55,-4.48,-0.28,0.23,-0.16,2209.70,2209.82,2200.72,2215.11,0,0,0,0,3.93
151740,77.97,23.43,-2.40,-3.63,-10.93,-0.22,0.18,0.35,2209.70,2209.79,2200.72,2215.11,0,0,0,0,3.91
151840,77.97,23.43,-4.78,-4.11,-9.59,-0.91,0.08,0.45,2209.70,2209.77,2200.72,2215.11,0,0,0,0,3.92
151940,77.97,23.43,-4.47,-2.02,-10.32,-0.47,0.77,0.60,2209.70,2209.75,2200.72,2215.11,0,0,0,0,3.94
152040,77.97,23.43,-3.91,-2.69,-5.81,-0.48,0.47,0.15,2209.70,2209.74,2200.72,2215.11,0,0,0,0,3.91
152140,77.97,23.42,-2.07,-2.73,-8.26,0.22,0.16,0.39,2209.59,2209.71,2200.72,2215.11,0,0,0,0,3.91
152240,77.97,23.42,-4.10,-3.90,-8.20,0.65,-0.05,0.24,2209.59,2209.68,2200.72,2215.11,0,0,0,0,3.91
152340,77.97,23.42,-5.51,-3.02,-12.05,0.87,-0.49,-0.14,2209.59,2209.66,2200.72,2215.11,0,0,0,0,3.93
152440,77.97,23.42,-6.95,-3.16,-11.14,-0.45,-1.29,-0.74,2209.59,2209.64,2200.72,2215.11,0,0,0,0,3.91
152540,77.97,23.42,-1.52,-2.30,-8.86,-0.69,0.16,-0.45,2209.59,2209.63,2200.72,2215.11,0,0,0,0,3.92
152640,77.97,23.42,-3.17,-3.38,-5.50,0.57,-0.15,-0.02,2209.47,2209.60,2200.72,2215.11,0,0,0,0,3.93
152740,77.97,23.42,-2.97,-3.08,-4.56,-1.30,0.32,-0.79,2209.47,2209.57,2200.72,2215.11,0,0,0,0,3.92
152840,77.97,23.42,-2.27,-4.05,-7.68,-0.49,0.81,0.14,2209.47,2209.54,2200.72,2215.11,0,0,0,0,3.91
152940,77.97,23.42,-5.04,-2.53,-10.62,-0.57,-0.43,0.51,2209.47,2209.53,2200.72,2215.11,0,0,0,0,3.91
153040,77.97,23.42,-3.05,-2.37,-7.24,-0.43,0.33,0.11,2209.47,2209.51,2200.72,2215.11,0,0,0,0,3.91
153140,77.97,23.42,-2.42,-1.43,-10.74,0.60,-0.34,0.29,2209.37,2209.49,2200.72,2215.11,0,0,0,0,3.95
153240,77.97,23.42,-4.36,-2.74,-7.40,0.51,0.58,0.27,2209.37,2209.46,2200.72,2215.11,0,0,0,0,3.92
153340,77.97,23.42,-4.44,-0.96,-11.42,0.76,-1.23,0.16,2209.37,2209.43,2200.72,2215.11,0,0,0,0,3.93
153440,77.97,23.42,-5.88,-1.71,-11.71,-0.29,-1.63,-0.06,2209.37,2209.42,2200.72,2215.11,0,0,0,0,3.93
153540,77.97,23.42,-2.67,-2.83,-7.89,-0.58,0.03,0.10,2209.37,2209.41,2200.72,2215.11,0,0,0,0,3.92
153640,77.97,23.42,-6.03,-3.72,-6.95,0.02,-0.83,-0.11,2209.26,2209.38,2200.72,2215.11,0,0,0,0,3.93
153740,77.97,23.42,-5.19,-2.72,-8.30,-0.46,-0.37,-0.31,2209.26,2209.36,2200.72,2215.11,0,0,0,0,3.92
153840,77.97,23.42,-6.51,-2.12,-8.71,-1.14,-0.01,0.23,2209.26,2209.33,2200.72,2215.11,0,0,0,0,3.91
153940,77.97,23.42,-6.97,-2.24,-5.74,0.23,0.63,0.18,2209.26,2209.31,2200.72,2215.11,0,0,0,0,3.94
154040,77.97,23.42,-2.80,-2.08,-4.25,0.01,0.26,-0.11,2209.26,2209.30,2200.72,2215.11,0,0,0,0,3.92
154140,77.97,23.41,-2.70,-1.52,-7.02,0.16,0.36,0.30,2209.12,2209.27,2200.72,2215.11,0,0,0,0,3.94
154240,77.97,23.41,-7.70,-0.94,-10.04,0.58,-0.31,0.42,2209.12,2209.24,2200.72,2215.11,0,0,0,0,3.92
154340,77.97,23.41,-8.39,-2.53,-5.25,-0.15,-0.41,0.23,2209.12,2209.21,2200.72,2215.11,0,0,0,0,3.94
154440,77.97,23.41,-6.54,-1.34,-8.56,-1.05,-0.12,-0.46,2209.12,2209.19,2200.72,2215.11,0,0,0,0,3.93
154540,77.97,23.41,-2.66,-1.18,-8.15,-0.10,-0.23,-0.03,2209.12,2209.17,2200.72,2215.11,0,0,0,0,3.91
154640,77.97,23.41,-7.18,-2.69,-6.33,-0.65,0.55,-0.92,2209.02,2209.14,2200.72,2215.11,0,0,0,0,3.93
154740,77.97,23.41,-3.62,-1.19,-8.34,0.62,0.39,0.07,2209.02,2209.11,2200.72,2215.11,0,0,0,0,3.93
154840,77.97,23.41,-6.33,-2.57,-7.61,0.61,-0.51,0.58,2209.02,2209.08,2200.72,2215.11,0,0,0,0,3.92
154940,77.97,23.41,-10.19,-1.02,-10.80,0.53,-0.71,0.19,2209.02,2209.07,2200.72,2215.11,0,0,0,0,3.94
155040,77.97,23.41,-4.20,-0.91,-3.97,0.33,0.99,0.07,2209.02,2209.05,2200.72,2215.11,0,0,0,0,3.94
155140,77.97,23.41,-8.11,-2.71,-5.54,1.49,-1.03,0.19,2208.90,2209.03,2200.72,2215.11,0,0,0,0,3.92
155240,77.97,23.41,-3.74,-1.54,-8.29,-0.04,0.33,-0.18,2208.90,2209.00,2200.72,2215.11,0,0,0,0,3.92
155340,77.97,23.41,-6.31,-3.53,-5.75,0.79,-0.90,0.66,2208.90,2208.97,2200.72,2215.11,0,0,0,0,3.92
155440,77.97,23.41,-6.86,-1.52,-8.49,-0.39,0.54,0.33,2208.90,2208.96,2200.72,2215.11,0,0,0,0,3.91
155540,77.97,23.40,-4.60,-2.32,-6.61,0.42,0.18,0.52,2208.77,2208.93,2200.72,2215.11,0,0,0,0,3.93
155640,77.97,23.40,-5.02,-3.31,-6.76,0.48,0.20,0.56,2208.77,2208.90,2200.72,2215.11,0,0,0,0,3.91
155740,77.97,23.40,-4.68,-4.79,-9.36,1.24,0.21,0.86,2208.77,2208.86,2200.72,2215.11,0,0,0,0,3.92
